Batch_ID,Time_Point_Month,Storage_Temperature,Potency,Degradation
BATCH_0233,3,25,100.3,0.0
BATCH_0233,6,30,99.04,0.96
BATCH_0233,9,40,98.15,1.85
BATCH_0233,12,40,97.06,2.94
BATCH_0234,0,30,99.85,0.15
BATCH_0234,1,30,99.17,0.83
BATCH_0234,3,30,98.16,1.84
BATCH_0234,6,40,97.6,2.4
BATCH_0234,9,25,96.77,3.23
BATCH_0234,12,30,95.1,4.9
BATCH_0235,0,25,100.45,0.0
BATCH_0235,1,40,100.01,0.0
BATCH_0235,3,40,99.33,0.67
BATCH_0235,6,25,98.13,1.87
BATCH_0235,9,30,97.61,2.39
BATCH_0235,12,25,96.68,3.32
BATCH_0236,0,40,101.77,0.0
BATCH_0236,1,30,100.68,0.0
BATCH_0236,3,30,99.79,0.21
BATCH_0236,6,30,99.83,0.17
BATCH_0236,9,30,97.97,2.03
BATCH_0236,12,30,97.1,2.9
BATCH_0237,0,40,98.55,1.45
BATCH_0237,1,25,99.38,0.62
BATCH_0237,3,40,98.34,1.66
BATCH_0237,6,40,97.75,2.25
BATCH_0237,9,40,96.6,3.4
BATCH_0237,12,40,95.99,4.01
BATCH_0238,0,40,102.19,0.0
BATCH_0238,1,30,101.06,0.0
BATCH_0238,3,40,100.38,0.0
BATCH_0238,6,30,99.8,0.2
BATCH_0238,9,25,99.55,0.45
BATCH_0238,12,30,98.26,1.74
BATCH_0239,0,25,100.93,0.0
BATCH_0239,1,25,99.46,0.54
BATCH_0239,3,30,99.83,0.17
BATCH_0239,6,30,98.93,1.07
BATCH_0239,9,25,97.99,2.01
BATCH_0239,12,40,97.29,2.71
BATCH_0240,0,40,101.34,0.0
BATCH_0240,1,40,100.48,0.0
BATCH_0240,3,30,99.91,0.09
BATCH_0240,6,25,99.21,0.79
BATCH_0240,9,40,98.69,1.31
BATCH_0240,12,40,97.66,2.34
BATCH_0241,0,25,101.34,0.0
BATCH_0241,1,25,100.13,0.0
BATCH_0241,3,40,100.11,0.0
BATCH_0241,6,40,99.63,0.37
BATCH_0241,9,25,98.17,1.83
BATCH_0241,12,40,97.14,2.86
BATCH_0242,0,40,100.47,0.0
BATCH_0242,1,25,98.73,1.27
BATCH_0242,3,40,98.81,1.19
BATCH_0242,6,25,97.1,2.9
BATCH_0242,9,25,97.21,2.79
BATCH_0242,12,30,96.29,3.71
BATCH_0243,0,40,99.69,0.31
BATCH_0243,1,30,99.43,0.57
BATCH_0243,3,30,99.52,0.48
BATCH_0243,6,25,97.39,2.61
BATCH_0243,9,25,96.02,3.98
BATCH_0243,12,25,96.17,3.83
BATCH_0244,0,25,98.22,1.78
BATCH_0244,1,25,97.85,2.15
BATCH_0244,3,40,97.76,2.24
BATCH_0244,6,40,96.0,4.0
BATCH_0244,9,30,95.89,4.11
BATCH_0244,12,30,94.41,5.59
BATCH_0245,0,40,101.58,0.0
BATCH_0245,1,30,101.57,0.0
BATCH_0245,3,40,100.98,0.0
BATCH_0245,6,25,99.24,0.76
BATCH_0245,9,30,99.28,0.72
BATCH_0245,12,25,98.95,1.05
BATCH_0246,0,25,99.82,0.18
BATCH_0246,1,30,99.4,0.6
BATCH_0246,3,25,98.46,1.54
BATCH_0246,6,25,98.45,1.55
BATCH_0246,9,30,96.73,3.27
BATCH_0246,12,25,95.73,4.27
BATCH_0247,0,30,98.42,1.58
BATCH_0247,1,25,98.03,1.97
BATCH_0247,3,30,97.25,2.75
BATCH_0247,6,40,96.7,3.3
BATCH_0247,9,40,96.11,3.89
BATCH_0247,12,40,95.49,4.51
BATCH_0248,0,30,99.55,0.45
BATCH_0248,1,25,100.18,0.0
BATCH_0248,3,40,99.84,0.16
BATCH_0248,6,30,99.07,0.93
BATCH_0248,9,25,98.0,2.0
BATCH_0248,12,30,96.39,3.61
BATCH_0249,0,30,99.32,0.68
BATCH_0249,1,25,98.76,1.24
BATCH_0249,3,25,97.89,2.11
BATCH_0249,6,25,98.29,1.71
BATCH_0249,9,40,96.55,3.45
BATCH_0249,12,30,96.38,3.62
BATCH_0250,0,40,100.25,0.0
BATCH_0250,1,30,98.3,1.7
BATCH_0250,3,25,97.71,2.29
BATCH_0250,6,40,97.67,2.33
BATCH_0250,9,40,97.01,2.99
BATCH_0250,12,40,95.6,4.4
BATCH_0251,0,25,100.34,0.0
BATCH_0251,1,25,100.59,0.0
BATCH_0251,3,25,99.31,0.69
BATCH_0251,6,40,98.17,1.83
BATCH_0251,9,30,96.5,3.5
BATCH_0251,12,25,96.47,3.53
BATCH_0252,0,40,100.77,0.0
BATCH_0252,1,25,99.18,0.82
BATCH_0252,3,30,99.79,0.21
BATCH_0252,6,30,98.9,1.1
BATCH_0252,9,25,97.62,2.38
BATCH_0252,12,40,97.11,2.89
BATCH_0253,0,25,100.6,0.0
BATCH_0253,1,40,99.84,0.16
BATCH_0253,3,30,99.83,0.17
BATCH_0253,6,30,97.8,2.2
BATCH_0253,9,40,98.78,1.22
BATCH_0253,12,25,97.03,2.97
BATCH_0254,0,25,100.36,0.0
BATCH_0254,1,25,99.31,0.69
BATCH_0254,3,40,99.43,0.57
BATCH_0254,6,25,98.72,1.28
BATCH_0254,9,30,96.72,3.28
BATCH_0254,12,25,96.44,3.56
BATCH_0255,0,25,100.94,0.0
BATCH_0255,1,40,100.37,0.0
BATCH_0255,3,25,99.25,0.75
BATCH_0255,6,40,99.2,0.8
BATCH_0255,9,30,97.45,2.55
BATCH_0255,12,30,96.84,3.16
BATCH_0256,0,30,99.28,0.72
BATCH_0256,1,30,97.65,2.35
BATCH_0256,3,30,99.41,0.59
BATCH_0256,6,40,97.51,2.49
BATCH_0256,9,40,96.7,3.3
BATCH_0256,12,40,95.84,4.16
BATCH_0257,0,25,100.99,0.0
BATCH_0257,1,30,100.32,0.0
BATCH_0257,3,25,99.84,0.16
BATCH_0257,6,25,99.4,0.6
BATCH_0257,9,30,98.53,1.47
BATCH_0257,12,40,97.25,2.75
BATCH_0258,0,25,100.8,0.0
BATCH_0258,1,25,100.26,0.0
BATCH_0258,3,30,98.45,1.55
BATCH_0258,6,30,98.75,1.25
BATCH_0258,9,40,97.68,2.32
BATCH_0258,12,25,96.14,3.86
BATCH_0259,0,30,97.91,2.09
BATCH_0259,1,30,98.06,1.94
BATCH_0259,3,30,97.11,2.89
BATCH_0259,6,30,95.87,4.13
BATCH_0259,9,40,95.34,4.66
BATCH_0259,12,25,94.9,5.1
BATCH_0260,0,30,97.65,2.35
BATCH_0260,1,30,97.53,2.47
BATCH_0260,3,30,97.52,2.48
BATCH_0260,6,30,96.08,3.92
BATCH_0260,9,25,95.13,4.87
BATCH_0260,12,25,95.05,4.95
BATCH_0261,0,40,102.06,0.0
BATCH_0261,1,40,100.76,0.0
BATCH_0261,3,25,100.09,0.0
BATCH_0261,6,40,99.65,0.35
BATCH_0261,9,40,99.53,0.47
BATCH_0261,12,40,97.97,2.03
BATCH_0262,0,25,101.01,0.0
BATCH_0262,1,30,100.11,0.0
BATCH_0262,3,40,101.51,0.0
BATCH_0262,6,40,99.83,0.17
BATCH_0262,9,30,99.04,0.96
BATCH_0262,12,30,98.2,1.8
BATCH_0263,0,25,100.42,0.0
BATCH_0263,1,30,98.83,1.17
BATCH_0263,3,25,98.07,1.93
BATCH_0263,6,40,97.41,2.59
BATCH_0263,9,25,96.47,3.53
BATCH_0263,12,30,97.11,2.89
BATCH_0264,0,25,98.92,1.08
BATCH_0264,1,30,97.95,2.05
BATCH_0264,3,25,98.0,2.0
BATCH_0264,6,40,96.12,3.88
BATCH_0264,9,30,96.18,3.82
BATCH_0264,12,25,95.39,4.61
BATCH_0265,0,40,99.85,0.15
BATCH_0265,1,25,100.12,0.0
BATCH_0265,3,30,99.42,0.58
BATCH_0265,6,25,99.3,0.7
BATCH_0265,9,25,97.64,2.36
BATCH_0265,12,25,96.84,3.16
BATCH_0266,0,40,99.94,0.06
BATCH_0266,1,30,99.91,0.09
BATCH_0266,3,40,99.05,0.95
BATCH_0266,6,25,99.54,0.46
BATCH_0266,9,40,98.21,1.79
BATCH_0266,12,25,97.03,2.97
BATCH_0267,0,40,101.42,0.0
BATCH_0267,1,30,100.71,0.0
BATCH_0267,3,30,100.23,0.0
BATCH_0267,6,40,100.0,0.0
BATCH_0267,9,30,98.12,1.88
BATCH_0267,12,30,97.37,2.63
BATCH_0268,0,30,100.63,0.0
BATCH_0268,1,25,99.86,0.14
BATCH_0268,3,25,99.48,0.52
BATCH_0268,6,25,98.82,1.18
BATCH_0268,9,40,97.52,2.48
BATCH_0268,12,30,95.48,4.52
BATCH_0269,0,25,100.42,0.0
BATCH_0269,1,40,99.99,0.01
BATCH_0269,3,40,99.48,0.52
BATCH_0269,6,25,97.87,2.13
BATCH_0269,9,30,98.07,1.93
BATCH_0269,12,40,96.52,3.48
BATCH_0270,0,40,99.84,0.16
BATCH_0270,1,30,99.74,0.26
BATCH_0270,3,40,99.0,1.0
BATCH_0270,6,30,97.65,2.35
BATCH_0270,9,25,97.84,2.16
BATCH_0270,12,25,96.47,3.53
BATCH_0271,0,40,101.8,0.0
BATCH_0271,1,40,100.58,0.0
BATCH_0271,3,25,101.35,0.0
BATCH_0271,6,25,99.65,0.35
BATCH_0271,9,25,98.49,1.51
BATCH_0271,12,25,97.99,2.01
BATCH_0272,0,40,101.3,0.0
BATCH_0272,1,30,100.15,0.0
BATCH_0272,3,25,99.7,0.3
BATCH_0272,6,30,98.2,1.8
BATCH_0272,9,30,97.83,2.17
BATCH_0272,12,40,97.94,2.06
BATCH_0273,0,25,101.03,0.0
BATCH_0273,1,25,100.89,0.0
BATCH_0273,3,40,99.6,0.4
BATCH_0273,6,40,98.85,1.15
BATCH_0273,9,30,98.12,1.88
BATCH_0273,12,25,96.76,3.24
BATCH_0274,0,40,98.02,1.98
BATCH_0274,1,40,97.76,2.24
BATCH_0274,3,30,98.85,1.15
BATCH_0274,6,40,96.86,3.14
BATCH_0274,9,25,96.55,3.45
BATCH_0274,12,40,94.14,5.86
BATCH_0275,0,30,99.98,0.02
BATCH_0275,1,40,100.71,0.0
BATCH_0275,3,30,98.61,1.39
BATCH_0275,6,30,98.74,1.26
BATCH_0275,9,40,97.72,2.28
BATCH_0275,12,40,96.28,3.72
BATCH_0276,0,40,97.94,2.06
BATCH_0276,1,40,98.09,1.91
BATCH_0276,3,40,97.5,2.5
BATCH_0276,6,25,96.98,3.02
BATCH_0276,9,40,95.77,4.23
BATCH_0276,12,25,94.96,5.04
BATCH_0277,0,40,98.59,1.41
BATCH_0277,1,30,98.76,1.24
BATCH_0277,3,40,97.45,2.55
BATCH_0277,6,25,95.84,4.16
BATCH_0277,9,30,96.0,4.0
BATCH_0277,12,25,95.23,4.77
BATCH_0278,0,25,100.08,0.0
BATCH_0278,1,25,99.1,0.9
BATCH_0278,3,30,98.97,1.03
BATCH_0278,6,40,98.33,1.67
BATCH_0278,9,30,97.41,2.59
BATCH_0278,12,30,97.06,2.94
BATCH_0279,0,40,101.96,0.0
BATCH_0279,1,40,100.78,0.0
BATCH_0279,3,30,101.35,0.0
BATCH_0279,6,30,100.34,0.0
BATCH_0279,9,40,100.06,0.0
BATCH_0279,12,40,98.77,1.23
BATCH_0280,0,25,100.49,0.0
BATCH_0280,1,40,99.92,0.08
BATCH_0280,3,40,98.23,1.77
BATCH_0280,6,30,99.4,0.6
BATCH_0280,9,40,97.32,2.68
BATCH_0280,12,40,96.82,3.18
BATCH_0281,0,25,99.81,0.19
BATCH_0281,1,30,99.62,0.38
BATCH_0281,3,30,99.07,0.93
BATCH_0281,6,25,96.61,3.39
BATCH_0281,9,25,96.36,3.64
BATCH_0281,12,30,95.82,4.18
BATCH_0282,0,40,101.64,0.0
BATCH_0282,1,25,99.87,0.13
BATCH_0282,3,25,99.99,0.01
BATCH_0282,6,40,98.92,1.08
BATCH_0282,9,40,98.54,1.46
BATCH_0282,12,40,96.05,3.95
BATCH_0283,0,25,99.89,0.11
BATCH_0283,1,40,99.12,0.88
BATCH_0283,3,25,98.35,1.65
BATCH_0283,6,40,97.49,2.51
BATCH_0283,9,40,97.09,2.91
BATCH_0283,12,40,95.85,4.15
BATCH_0284,0,30,100.47,0.0
BATCH_0284,1,30,100.57,0.0
BATCH_0284,3,30,100.61,0.0
BATCH_0284,6,25,99.68,0.32
BATCH_0284,9,40,98.48,1.52
BATCH_0284,12,30,97.33,2.67
BATCH_0285,0,40,100.38,0.0
BATCH_0285,1,25,100.69,0.0
BATCH_0285,3,40,98.81,1.19
BATCH_0285,6,40,98.55,1.45
BATCH_0285,9,25,97.11,2.89
BATCH_0285,12,30,96.78,3.22
BATCH_0286,0,30,101.05,0.0
BATCH_0286,1,30,101.3,0.0
BATCH_0286,3,25,100.66,0.0
BATCH_0286,6,30,98.64,1.36
BATCH_0286,9,40,97.48,2.52
BATCH_0286,12,25,97.35,2.65
BATCH_0287,0,25,100.65,0.0
BATCH_0287,1,40,100.08,0.0
BATCH_0287,3,40,99.05,0.95
BATCH_0287,6,30,98.59,1.41
BATCH_0287,9,25,98.0,2.0
BATCH_0287,12,25,97.76,2.24
BATCH_0288,0,25,100.93,0.0
BATCH_0288,1,30,99.94,0.06
BATCH_0288,3,25,99.09,0.91
BATCH_0288,6,25,99.18,0.82
BATCH_0288,9,30,97.61,2.39
BATCH_0288,12,40,97.44,2.56
BATCH_0289,0,30,101.24,0.0
BATCH_0289,1,40,101.2,0.0
BATCH_0289,3,40,100.02,0.0
BATCH_0289,6,30,99.86,0.14
BATCH_0289,9,25,98.97,1.03
BATCH_0289,12,40,97.59,2.41
BATCH_0290,0,40,98.19,1.81
BATCH_0290,1,30,97.41,2.59
BATCH_0290,3,30,96.79,3.21
BATCH_0290,6,40,96.86,3.14
BATCH_0290,9,25,95.35,4.65
BATCH_0290,12,30,95.31,4.69
BATCH_0291,0,30,101.06,0.0
BATCH_0291,1,30,100.64,0.0
BATCH_0291,3,30,100.17,0.0
BATCH_0291,6,30,98.76,1.24
BATCH_0291,9,30,97.71,2.29
BATCH_0291,12,30,96.37,3.63
BATCH_0292,0,25,100.22,0.0
BATCH_0292,1,30,99.79,0.21
BATCH_0292,3,40,98.66,1.34
BATCH_0292,6,25,97.7,2.3
BATCH_0292,9,25,96.62,3.38
BATCH_0292,12,30,96.47,3.53
BATCH_0293,0,40,98.91,1.09
BATCH_0293,1,25,99.47,0.53
BATCH_0293,3,25,97.95,2.05
BATCH_0293,6,40,96.92,3.08
BATCH_0293,9,40,96.75,3.25
BATCH_0293,12,30,96.35,3.65
BATCH_0294,0,30,99.89,0.11
BATCH_0294,1,30,100.41,0.0
BATCH_0294,3,40,99.57,0.43
BATCH_0294,6,40,99.01,0.99
BATCH_0294,9,25,96.78,3.22
BATCH_0294,12,40,96.01,3.99
BATCH_0295,0,30,98.52,1.48
BATCH_0295,1,25,97.75,2.25
BATCH_0295,3,40,98.32,1.68
BATCH_0295,6,40,96.37,3.63
BATCH_0295,9,25,95.42,4.58
BATCH_0295,12,25,96.06,3.94
BATCH_0296,0,25,99.9,0.1
BATCH_0296,1,25,99.39,0.61
BATCH_0296,3,30,99.94,0.06
BATCH_0296,6,30,96.32,3.68
BATCH_0296,9,40,97.53,2.47
BATCH_0296,12,25,95.8,4.2
BATCH_0297,0,30,100.44,0.0
BATCH_0297,1,40,98.5,1.5
BATCH_0297,3,25,98.56,1.44
BATCH_0297,6,30,98.19,1.81
BATCH_0297,9,25,96.29,3.71
BATCH_0297,12,25,96.56,3.44
BATCH_0298,0,30,98.96,1.04
BATCH_0298,1,30,98.76,1.24
BATCH_0298,3,40,98.7,1.3
BATCH_0298,6,25,97.15,2.85
BATCH_0298,9,40,97.1,2.9
BATCH_0298,12,25,95.81,4.19
BATCH_0299,0,30,98.43,1.57
BATCH_0299,1,30,98.34,1.66
BATCH_0299,3,40,98.15,1.85
BATCH_0299,6,25,96.91,3.09
BATCH_0299,9,30,96.34,3.66
BATCH_0299,12,40,95.06,4.94
BATCH_0300,0,25,98.62,1.38
BATCH_0300,1,40,97.8,2.2
BATCH_0300,3,25,98.69,1.31
BATCH_0300,6,40,97.28,2.72
BATCH_0300,9,30,95.62,4.38
BATCH_0300,12,40,95.15,4.85
BATCH_0301,0,25,101.7,0.0
BATCH_0301,1,25,100.65,0.0
BATCH_0301,3,30,99.97,0.03
BATCH_0301,6,25,99.82,0.18
BATCH_0301,9,30,98.57,1.43
BATCH_0301,12,30,97.89,2.11
BATCH_0302,0,25,98.49,1.51
BATCH_0302,1,40,99.32,0.68
BATCH_0302,3,40,98.44,1.56
BATCH_0302,6,30,98.64,1.36
BATCH_0302,9,30,97.12,2.88
BATCH_0302,12,25,95.97,4.03
BATCH_0303,0,40,102.79,0.0
BATCH_0303,1,30,100.55,0.0
BATCH_0303,3,40,100.26,0.0
BATCH_0303,6,40,98.4,1.6
BATCH_0303,9,40,98.56,1.44
BATCH_0303,12,25,97.03,2.97
BATCH_0304,0,25,100.35,0.0
BATCH_0304,1,40,99.85,0.15
BATCH_0304,3,30,99.61,0.39
BATCH_0304,6,30,99.13,0.87
BATCH_0304,9,30,96.94,3.06
BATCH_0304,12,30,96.7,3.3
BATCH_0305,0,30,101.22,0.0
BATCH_0305,1,40,99.94,0.06
BATCH_0305,3,30,100.0,0.0
BATCH_0305,6,30,99.73,0.27
BATCH_0305,9,40,98.42,1.58
BATCH_0305,12,25,98.4,1.6
BATCH_0306,0,30,99.3,0.7
BATCH_0306,1,30,99.34,0.66
BATCH_0306,3,30,98.33,1.67
BATCH_0306,6,40,97.55,2.45
BATCH_0306,9,40,97.71,2.29
BATCH_0306,12,25,95.98,4.02
BATCH_0307,0,25,98.05,1.95
BATCH_0307,1,30,98.46,1.54
BATCH_0307,3,40,97.37,2.63
BATCH_0307,6,25,95.54,4.46
BATCH_0307,9,30,95.45,4.55
BATCH_0307,12,40,94.4,5.6
BATCH_0308,0,40,99.76,0.24
BATCH_0308,1,40,99.45,0.55
BATCH_0308,3,40,99.34,0.66
BATCH_0308,6,30,97.33,2.67
BATCH_0308,9,30,96.92,3.08
BATCH_0308,12,30,96.71,3.29
BATCH_0309,0,30,100.71,0.0
BATCH_0309,1,40,100.47,0.0
BATCH_0309,3,25,100.24,0.0
BATCH_0309,6,30,98.5,1.5
BATCH_0309,9,40,97.7,2.3
BATCH_0309,12,25,97.36,2.64
BATCH_0310,0,40,101.16,0.0
BATCH_0310,1,25,100.73,0.0
BATCH_0310,3,40,99.93,0.07
BATCH_0310,6,30,98.97,1.03
BATCH_0310,9,30,98.19,1.81
BATCH_0310,12,40,97.93,2.07
BATCH_0311,0,40,99.71,0.29
BATCH_0311,1,25,98.71,1.29
BATCH_0311,3,40,99.0,1.0
BATCH_0311,6,30,97.43,2.57
BATCH_0311,9,25,97.05,2.95
BATCH_0311,12,30,96.3,3.7
BATCH_0312,0,30,101.51,0.0
BATCH_0312,1,40,100.34,0.0
BATCH_0312,3,40,101.13,0.0
BATCH_0312,6,30,99.18,0.82
BATCH_0312,9,30,98.52,1.48
BATCH_0312,12,30,96.77,3.23
BATCH_0313,0,25,100.04,0.0
BATCH_0313,1,40,100.13,0.0
BATCH_0313,3,40,98.87,1.13
BATCH_0313,6,25,98.37,1.63
BATCH_0313,9,30,98.9,1.1
BATCH_0313,12,30,97.09,2.91
BATCH_0314,0,25,100.79,0.0
BATCH_0314,1,25,100.81,0.0
BATCH_0314,3,30,99.94,0.06
BATCH_0314,6,40,99.25,0.75
BATCH_0314,9,40,99.14,0.86
BATCH_0314,12,25,97.97,2.03
BATCH_0315,0,25,101.64,0.0
BATCH_0315,1,25,101.24,0.0
BATCH_0315,3,25,100.4,0.0
BATCH_0315,6,25,99.64,0.36
BATCH_0315,9,40,98.91,1.09
BATCH_0315,12,30,98.24,1.76
BATCH_0316,0,30,100.27,0.0
BATCH_0316,1,25,99.77,0.23
BATCH_0316,3,30,99.31,0.69
BATCH_0316,6,25,98.05,1.95
BATCH_0316,9,30,97.54,2.46
BATCH_0316,12,25,97.03,2.97
BATCH_0317,0,30,99.87,0.13
BATCH_0317,1,40,99.92,0.08
BATCH_0317,3,30,97.32,2.68
BATCH_0317,6,30,96.68,3.32
BATCH_0317,9,30,96.41,3.59
BATCH_0317,12,40,95.17,4.83
BATCH_0318,0,40,98.68,1.32
BATCH_0318,1,25,98.31,1.69
BATCH_0318,3,40,96.2,3.8
BATCH_0318,6,25,95.77,4.23
BATCH_0318,9,30,95.17,4.83
BATCH_0318,12,30,95.33,4.67
BATCH_0319,0,30,101.52,0.0
BATCH_0319,1,30,100.87,0.0
BATCH_0319,3,30,100.28,0.0
BATCH_0319,6,25,99.65,0.35
BATCH_0319,9,30,98.23,1.77
BATCH_0319,12,40,97.98,2.02
BATCH_0320,0,25,99.03,0.97
BATCH_0320,1,40,99.57,0.43
BATCH_0320,3,25,97.57,2.43
BATCH_0320,6,25,96.37,3.63
BATCH_0320,9,40,96.7,3.3
BATCH_0320,12,40,94.79,5.21
BATCH_0321,0,25,97.92,2.08
BATCH_0321,1,25,97.86,2.14
BATCH_0321,3,25,97.12,2.88
BATCH_0321,6,25,96.76,3.24
BATCH_0321,9,30,96.3,3.7
BATCH_0321,12,30,95.03,4.97
BATCH_0322,0,30,98.78,1.22
BATCH_0322,1,40,99.41,0.59
BATCH_0322,3,40,99.64,0.36
BATCH_0322,6,25,97.75,2.25
BATCH_0322,9,40,97.72,2.28
BATCH_0322,12,40,95.78,4.22
BATCH_0323,0,40,99.72,0.28
BATCH_0323,1,40,99.9,0.1
BATCH_0323,3,30,99.66,0.34
BATCH_0323,6,25,97.7,2.3
BATCH_0323,9,25,96.81,3.19
BATCH_0323,12,30,96.01,3.99
BATCH_0324,0,25,100.69,0.0
BATCH_0324,1,30,100.69,0.0
BATCH_0324,3,25,100.04,0.0
BATCH_0324,6,40,98.65,1.35
BATCH_0324,9,25,98.44,1.56
BATCH_0324,12,25,97.88,2.12
BATCH_0325,0,40,100.09,0.0
BATCH_0325,1,30,98.88,1.12
BATCH_0325,3,40,98.48,1.52
BATCH_0325,6,40,98.35,1.65
BATCH_0325,9,30,96.79,3.21
BATCH_0325,12,40,96.16,3.84
BATCH_0326,0,25,98.23,1.77
BATCH_0326,1,40,98.99,1.01
BATCH_0326,3,30,99.09,0.91
BATCH_0326,6,40,97.26,2.74
BATCH_0326,9,25,96.19,3.81
BATCH_0326,12,25,96.15,3.85
BATCH_0327,0,40,99.66,0.34
BATCH_0327,1,40,98.48,1.52
BATCH_0327,3,30,98.3,1.7
BATCH_0327,6,30,97.33,2.67
BATCH_0327,9,30,95.6,4.4
BATCH_0327,12,40,95.18,4.82
BATCH_0328,0,30,100.01,0.0
BATCH_0328,1,25,100.18,0.0
BATCH_0328,3,40,99.34,0.66
BATCH_0328,6,25,98.79,1.21
BATCH_0328,9,25,97.7,2.3
BATCH_0328,12,30,97.27,2.73
BATCH_0329,0,30,100.03,0.0
BATCH_0329,1,25,99.21,0.79
BATCH_0329,3,25,99.49,0.51
BATCH_0329,6,25,98.03,1.97
BATCH_0329,9,25,96.98,3.02
BATCH_0329,12,40,96.7,3.3
BATCH_0330,0,30,99.84,0.16
BATCH_0330,1,40,99.48,0.52
BATCH_0330,3,25,100.64,0.0
BATCH_0330,6,40,99.5,0.5
BATCH_0330,9,25,96.65,3.35
BATCH_0330,12,30,97.23,2.77
BATCH_0331,0,25,99.01,0.99
BATCH_0331,1,25,98.81,1.19
BATCH_0331,3,30,98.29,1.71
BATCH_0331,6,40,96.59,3.41
BATCH_0331,9,40,95.42,4.58
BATCH_0331,12,25,95.37,4.63
BATCH_0332,0,40,99.05,0.95
BATCH_0332,1,40,99.43,0.57
BATCH_0332,3,40,97.19,2.81
BATCH_0332,6,40,97.48,2.52
BATCH_0332,9,25,96.29,3.71
BATCH_0332,12,30,94.58,5.42
BATCH_0333,0,40,101.21,0.0
BATCH_0333,1,25,100.47,0.0
BATCH_0333,3,30,100.42,0.0
BATCH_0333,6,30,99.44,0.56
BATCH_0333,9,30,98.49,1.51
BATCH_0333,12,30,97.66,2.34
BATCH_0334,0,30,101.68,0.0
BATCH_0334,1,40,101.57,0.0
BATCH_0334,3,40,100.39,0.0
BATCH_0334,6,25,99.57,0.43
BATCH_0334,9,30,99.56,0.44
BATCH_0334,12,30,98.28,1.72
BATCH_0335,0,30,100.46,0.0
BATCH_0335,1,40,100.05,0.0
BATCH_0335,3,25,99.93,0.07
BATCH_0335,6,25,99.44,0.56
BATCH_0335,9,30,98.38,1.62
BATCH_0335,12,30,96.98,3.02
BATCH_0336,0,30,99.98,0.02
BATCH_0336,1,25,98.99,1.01
BATCH_0336,3,40,98.42,1.58
BATCH_0336,6,25,97.94,2.06
BATCH_0336,9,40,97.28,2.72
BATCH_0336,12,25,95.73,4.27
BATCH_0337,0,25,101.1,0.0
BATCH_0337,1,30,101.53,0.0
BATCH_0337,3,30,100.31,0.0
BATCH_0337,6,40,99.39,0.61
BATCH_0337,9,40,97.88,2.12
BATCH_0337,12,25,98.41,1.59
BATCH_0338,0,25,98.67,1.33
BATCH_0338,1,25,97.91,2.09
BATCH_0338,3,25,98.69,1.31
BATCH_0338,6,40,96.13,3.87
BATCH_0338,9,40,96.33,3.67
BATCH_0338,12,40,95.31,4.69
BATCH_0339,0,30,99.25,0.75
BATCH_0339,1,40,99.28,0.72
BATCH_0339,3,40,99.1,0.9
BATCH_0339,6,40,97.43,2.57
BATCH_0339,9,25,97.28,2.72
BATCH_0339,12,25,95.29,4.71
BATCH_0340,0,40,100.18,0.0
BATCH_0340,1,30,99.7,0.3
BATCH_0340,3,40,99.43,0.57
BATCH_0340,6,25,98.09,1.91
BATCH_0340,9,40,96.71,3.29
BATCH_0340,12,25,97.46,2.54
BATCH_0341,0,40,99.74,0.26
BATCH_0341,1,30,98.9,1.1
BATCH_0341,3,40,99.51,0.49
BATCH_0341,6,40,98.18,1.82
BATCH_0341,9,30,97.32,2.68
BATCH_0341,12,30,97.05,2.95
BATCH_0342,0,40,100.59,0.0
BATCH_0342,1,40,98.92,1.08
BATCH_0342,3,40,99.34,0.66
BATCH_0342,6,25,98.62,1.38
BATCH_0342,9,30,97.82,2.18
BATCH_0342,12,40,97.06,2.94
BATCH_0343,0,25,100.88,0.0
BATCH_0343,1,25,102.22,0.0
BATCH_0343,3,30,100.21,0.0
BATCH_0343,6,30,99.42,0.58
BATCH_0343,9,25,98.69,1.31
BATCH_0343,12,40,97.82,2.18
BATCH_0344,0,40,99.78,0.22
BATCH_0344,1,30,99.06,0.94
BATCH_0344,3,30,97.82,2.18
BATCH_0344,6,30,97.47,2.53
BATCH_0344,9,40,97.09,2.91
BATCH_0344,12,40,96.47,3.53
BATCH_0345,0,30,100.85,0.0
BATCH_0345,1,30,100.74,0.0
BATCH_0345,3,30,99.91,0.09
BATCH_0345,6,30,98.36,1.64
BATCH_0345,9,30,97.06,2.94
BATCH_0345,12,40,96.95,3.05
BATCH_0346,0,25,99.5,0.5
BATCH_0346,1,30,99.52,0.48
BATCH_0346,3,40,98.19,1.81
BATCH_0346,6,25,96.98,3.02
BATCH_0346,9,25,96.17,3.83
BATCH_0346,12,40,96.28,3.72
BATCH_0347,0,25,99.33,0.67
BATCH_0347,1,25,98.0,2.0
BATCH_0347,3,30,97.19,2.81
BATCH_0347,6,30,97.23,2.77
BATCH_0347,9,30,95.52,4.48
BATCH_0347,12,25,95.42,4.58
BATCH_0348,0,30,98.19,1.81
BATCH_0348,1,25,97.79,2.21
BATCH_0348,3,40,97.73,2.27
BATCH_0348,6,30,97.08,2.92
BATCH_0348,9,30,95.24,4.76
BATCH_0348,12,40,94.3,5.7
BATCH_0349,0,40,102.79,0.0
BATCH_0349,1,30,101.83,0.0
BATCH_0349,3,40,102.38,0.0
BATCH_0349,6,25,99.3,0.7
