Batch_ID,Product_Name,Manufacturing_Site,Manufacturing_Line,Batch_Start_Time,Reaction_Time,Reactor_Temp,Pressure,pH,Agitation_Speed,Yield,Batch_Status,Batch_End_Time
BATCH_0352,AmoxiTab,Plant_A,Line_3,2024-02-08,8.95,83.43,1.53,7.35,264.0,97.42,Pass,2024-02-08 08:57:00.000000000
BATCH_0353,AtorvaCap,Plant_A,Line_1,2024-03-22,8.07,77.79,1.3,6.57,152.0,86.28,Pass,2024-03-22 08:04:12.000000000
BATCH_0354,AmoxiTab,Plant_B,Line_2,2024-12-21,7.65,79.59,1.35,6.85,192.0,92.89,Pass,2024-12-21 07:39:00.000000000
BATCH_0355,AmoxiTab,Plant_A,Line_3,2024-09-14,6.03,62.74,1.13,6.27,152.0,85.84,Pass,2024-09-14 06:01:48.000000000
BATCH_0356,AtorvaCap,Plant_A,Line_2,2024-07-24,5.66,82.79,1.37,6.56,184.0,93.01,Pass,2024-07-24 05:39:36.000000000
BATCH_0357,AmoxiTab,Plant_A,Line_2,2024-03-17,6.0,74.07,1.7,6.95,201.0,90.73,Pass,2024-03-17 06:00:00.000000000
BATCH_0358,AtorvaCap,Plant_A,Line_3,2024-01-12,8.42,71.16,1.46,6.13,232.0,96.33,Pass,2024-01-12 08:25:12.000000000
BATCH_0359,MetforminXR,Plant_A,Line_2,2024-10-21,7.88,74.13,1.8,6.55,204.0,94.88,Pass,2024-10-21 07:52:48.000000000
BATCH_0360,AmoxiTab,Plant_B,Line_3,2024-08-11,5.78,67.57,1.44,6.43,205.0,89.65,Pass,2024-08-11 05:46:48.000000000
BATCH_0361,MetforminXR,Plant_A,Line_2,2024-01-13,8.97,80.24,1.07,6.86,225.0,88.88,Pass,2024-01-13 08:58:12.000000000
BATCH_0362,AtorvaCap,Plant_B,Line_3,2024-02-15,10.06,73.32,1.68,7.03,169.0,90.74,Pass,2024-02-15 10:03:36.000000000
BATCH_0363,MetforminXR,Plant_B,Line_1,2024-06-03,7.1,71.31,1.3,7.1,195.0,99.5,Pass,2024-06-03 07:06:00.000000000
BATCH_0364,MetforminXR,Plant_A,Line_3,2024-04-22,5.39,74.16,1.43,7.2,205.0,98.48,Pass,2024-04-22 05:23:24.000000000
BATCH_0365,AtorvaCap,Plant_A,Line_3,2024-08-20,6.94,80.59,1.87,7.35,214.0,88.13,Pass,2024-08-20 06:56:24.000000000
BATCH_0366,MetforminXR,Plant_A,Line_3,2024-01-17,9.28,75.66,1.15,7.04,222.0,95.2,Pass,2024-01-17 09:16:48.000000000
BATCH_0367,MetforminXR,Plant_A,Line_3,2024-12-25,8.82,67.95,1.55,7.55,265.0,85.07,Pass,2024-12-25 08:49:12.000000000
BATCH_0368,AtorvaCap,Plant_B,Line_2,2024-08-10,6.62,77.32,1.49,6.85,247.0,90.21,Pass,2024-08-10 06:37:12.000000000
BATCH_0369,MetforminXR,Plant_A,Line_1,2024-12-19,10.28,70.36,1.71,6.73,197.0,88.29,Pass,2024-12-19 10:16:48.000000000
BATCH_0370,AtorvaCap,Plant_A,Line_3,2024-07-06,10.02,64.22,1.76,7.04,212.0,96.28,Pass,2024-07-06 10:01:12.000000000
BATCH_0371,MetforminXR,Plant_A,Line_2,2024-12-09,6.9,82.48,1.58,6.71,210.0,86.84,Pass,2024-12-09 06:54:00.000000000
BATCH_0372,AtorvaCap,Plant_A,Line_1,2024-12-30,6.89,77.29,1.39,7.54,205.0,93.72,Pass,2024-12-30 06:53:24.000000000
BATCH_0373,AtorvaCap,Plant_A,Line_1,2024-06-11,7.11,74.61,1.64,7.25,228.0,92.0,Pass,2024-06-11 07:06:36.000000000
BATCH_0374,MetforminXR,Plant_A,Line_1,2024-11-21,7.24,73.27,1.9,7.1,164.0,91.3,Pass,2024-11-21 07:14:24.000000000
BATCH_0375,MetforminXR,Plant_B,Line_1,2024-03-14,9.43,81.99,1.49,6.85,246.0,98.69,Pass,2024-03-14 09:25:48.000000000
BATCH_0376,MetforminXR,Plant_B,Line_3,2024-08-20,8.64,90.44,1.42,6.64,271.0,99.04,Pass,2024-08-20 08:38:24.000000000
BATCH_0377,AmoxiTab,Plant_A,Line_3,2024-08-11,9.32,77.24,1.62,7.08,212.0,91.42,Pass,2024-08-11 09:19:12.000000000
BATCH_0378,AmoxiTab,Plant_A,Line_2,2024-11-14,9.01,69.85,1.51,6.35,211.0,90.62,Pass,2024-11-14 09:00:36.000000000
BATCH_0379,AmoxiTab,Plant_A,Line_2,2024-02-29,10.57,74.23,1.1,7.41,225.0,85.97,Pass,2024-02-29 10:34:11.999999999
BATCH_0380,AtorvaCap,Plant_B,Line_2,2024-11-30,6.41,77.15,1.57,6.73,251.0,91.98,Pass,2024-11-30 06:24:36.000000000
BATCH_0381,MetforminXR,Plant_A,Line_1,2024-08-09,8.57,63.25,1.1,6.92,210.0,99.81,Pass,2024-08-09 08:34:11.999999999
BATCH_0382,AtorvaCap,Plant_B,Line_1,2024-02-06,4.74,76.67,1.61,6.44,248.0,91.49,Pass,2024-02-06 04:44:24.000000000
BATCH_0383,AmoxiTab,Plant_A,Line_3,2024-10-04,6.02,77.18,1.26,7.09,235.0,94.92,Pass,2024-10-04 06:01:12.000000000
BATCH_0384,MetforminXR,Plant_A,Line_1,2024-07-14,7.89,81.63,1.51,6.62,291.0,86.41,Pass,2024-07-14 07:53:24.000000000
BATCH_0385,AtorvaCap,Plant_A,Line_1,2024-12-17,8.63,81.11,1.62,7.06,210.0,90.26,Pass,2024-12-17 08:37:48.000000000
BATCH_0386,MetforminXR,Plant_A,Line_1,2024-08-29,7.85,75.56,2.24,7.1,161.0,93.85,Pass,2024-08-29 07:51:00.000000000
BATCH_0387,AtorvaCap,Plant_B,Line_2,2024-11-19,7.15,82.57,1.72,6.54,177.0,92.42,Pass,2024-11-19 07:09:00.000000000
BATCH_0388,MetforminXR,Plant_B,Line_2,2024-08-06,7.42,85.18,1.91,6.35,220.0,95.3,Pass,2024-08-06 07:25:12.000000000
BATCH_0389,AmoxiTab,Plant_A,Line_3,2024-07-10,10.05,75.14,2.06,7.41,251.0,89.59,Pass,2024-07-10 10:03:00.000000000
BATCH_0390,AmoxiTab,Plant_A,Line_1,2024-01-17,7.42,77.09,1.65,6.72,200.0,85.0,Pass,2024-01-17 07:25:12.000000000
BATCH_0391,MetforminXR,Plant_B,Line_1,2024-01-12,10.62,66.16,1.59,6.89,213.0,96.49,Pass,2024-01-12 10:37:12.000000000
BATCH_0392,AtorvaCap,Plant_B,Line_3,2024-07-11,9.19,67.75,1.18,6.99,241.0,88.26,Pass,2024-07-11 09:11:24.000000000
BATCH_0393,AmoxiTab,Plant_B,Line_1,2024-01-22,8.69,70.81,1.47,6.3,191.0,94.03,Pass,2024-01-22 08:41:24.000000000
BATCH_0394,AmoxiTab,Plant_B,Line_1,2024-04-29,6.21,72.78,1.28,6.99,202.0,93.8,Pass,2024-04-29 06:12:36.000000000
BATCH_0395,AmoxiTab,Plant_A,Line_2,2024-07-28,9.4,69.52,1.38,6.84,185.0,85.34,Pass,2024-07-28 09:24:00.000000000
BATCH_0396,MetforminXR,Plant_B,Line_3,2024-11-01,7.26,74.82,2.06,6.54,255.0,96.2,Pass,2024-11-01 07:15:36.000000000
BATCH_0397,MetforminXR,Plant_A,Line_3,2024-09-26,6.21,72.93,1.53,6.34,266.0,89.73,Pass,2024-09-26 06:12:36.000000000
BATCH_0398,AtorvaCap,Plant_B,Line_3,2024-07-10,8.77,80.35,1.24,7.04,173.0,92.22,Pass,2024-07-10 08:46:12.000000000
BATCH_0399,AtorvaCap,Plant_B,Line_3,2024-06-23,5.92,72.63,1.91,7.25,216.0,90.57,Pass,2024-06-23 05:55:12.000000000
BATCH_0400,AtorvaCap,Plant_B,Line_2,2024-10-11,6.86,63.57,1.79,6.87,262.0,98.49,Pass,2024-10-11 06:51:36.000000000
BATCH_0401,MetforminXR,Plant_B,Line_2,2024-07-22,7.98,75.63,1.8,6.23,232.0,97.37,Pass,2024-07-22 07:58:48.000000000
BATCH_0402,MetforminXR,Plant_B,Line_1,2024-06-12,11.33,74.93,0.9,6.38,205.0,84.75,Fail,2024-06-12 11:19:48.000000000
BATCH_0403,AtorvaCap,Plant_A,Line_1,2024-09-07,6.97,70.69,2.08,6.63,174.0,101.04,Pass,2024-09-07 06:58:12.000000000
BATCH_0404,AtorvaCap,Plant_A,Line_1,2024-08-14,7.31,75.47,1.33,7.43,255.0,89.29,Pass,2024-08-14 07:18:36.000000000
BATCH_0405,MetforminXR,Plant_B,Line_1,2024-01-07,9.1,69.62,1.73,6.7,231.0,100.41,Pass,2024-01-07 09:06:00.000000000
BATCH_0406,AtorvaCap,Plant_B,Line_2,2024-01-29,6.14,76.65,2.26,6.61,176.0,90.98,Pass,2024-01-29 06:08:24.000000000
BATCH_0407,AmoxiTab,Plant_A,Line_3,2024-02-02,8.66,88.16,2.15,6.13,256.0,90.64,Pass,2024-02-02 08:39:36.000000000
BATCH_0408,MetforminXR,Plant_B,Line_2,2024-05-13,9.81,65.97,1.21,6.54,172.0,91.01,Pass,2024-05-13 09:48:36.000000000
BATCH_0409,AtorvaCap,Plant_B,Line_1,2024-03-19,7.54,72.42,1.07,6.31,213.0,90.4,Pass,2024-03-19 07:32:24.000000000
BATCH_0410,MetforminXR,Plant_A,Line_2,2024-02-27,9.54,71.62,1.93,6.4,212.0,102.1,Pass,2024-02-27 09:32:24.000000000
BATCH_0411,AmoxiTab,Plant_B,Line_3,2024-01-26,8.44,72.83,1.54,6.85,269.0,91.69,Pass,2024-01-26 08:26:24.000000000
BATCH_0412,MetforminXR,Plant_B,Line_3,2024-08-13,6.9,80.1,1.35,6.64,212.0,90.79,Pass,2024-08-13 06:54:00.000000000
BATCH_0413,MetforminXR,Plant_A,Line_2,2024-10-11,7.7,77.71,1.69,7.48,212.0,92.31,Pass,2024-10-11 07:42:00.000000000
BATCH_0414,MetforminXR,Plant_A,Line_2,2024-01-04,7.43,79.24,1.45,7.23,179.0,88.13,Pass,2024-01-04 07:25:48.000000000
BATCH_0415,MetforminXR,Plant_A,Line_2,2024-04-08,7.87,75.15,1.71,6.56,201.0,98.39,Pass,2024-04-08 07:52:12.000000000
BATCH_0416,AmoxiTab,Plant_B,Line_1,2024-02-08,8.23,68.39,1.52,6.43,195.0,86.12,Pass,2024-02-08 08:13:48.000000000
BATCH_0417,MetforminXR,Plant_A,Line_2,2024-09-27,8.88,69.43,1.72,7.35,197.0,89.54,Pass,2024-09-27 08:52:48.000000000
BATCH_0418,MetforminXR,Plant_A,Line_2,2024-10-11,8.76,78.73,1.23,7.46,220.0,95.75,Pass,2024-10-11 08:45:36.000000000
BATCH_0419,AtorvaCap,Plant_A,Line_2,2024-06-05,4.35,75.85,1.93,5.92,147.0,92.17,Pass,2024-06-05 04:21:00.000000000
BATCH_0420,MetforminXR,Plant_A,Line_3,2024-03-15,7.85,81.3,1.71,6.84,175.0,94.2,Pass,2024-03-15 07:51:00.000000000
BATCH_0421,AtorvaCap,Plant_A,Line_3,2024-10-14,5.74,76.47,1.69,6.7,217.0,98.13,Pass,2024-10-14 05:44:24.000000000
BATCH_0422,AmoxiTab,Plant_A,Line_1,2024-05-09,7.59,69.08,1.16,7.06,224.0,96.02,Pass,2024-05-09 07:35:24.000000000
BATCH_0423,AmoxiTab,Plant_B,Line_1,2024-06-23,7.81,72.39,2.01,7.58,213.0,92.55,Pass,2024-06-23 07:48:36.000000000
BATCH_0424,AmoxiTab,Plant_B,Line_3,2024-03-24,9.46,77.82,1.5,6.61,219.0,100.36,Pass,2024-03-24 09:27:36.000000000
BATCH_0425,AmoxiTab,Plant_A,Line_3,2024-01-22,7.95,78.55,1.72,5.98,208.0,89.49,Pass,2024-01-22 07:57:00.000000000
BATCH_0426,AtorvaCap,Plant_A,Line_3,2024-01-27,8.39,79.28,1.4,7.03,219.0,91.6,Pass,2024-01-27 08:23:24.000000000
BATCH_0427,MetforminXR,Plant_A,Line_2,2024-07-13,9.19,69.76,1.58,7.36,233.0,91.88,Pass,2024-07-13 09:11:24.000000000
BATCH_0428,AmoxiTab,Plant_B,Line_2,2024-12-02,9.84,68.99,1.59,6.68,233.0,91.59,Pass,2024-12-02 09:50:24.000000000
BATCH_0429,MetforminXR,Plant_B,Line_3,2024-08-23,7.82,74.05,0.65,6.52,199.0,87.72,Pass,2024-08-23 07:49:12.000000000
BATCH_0430,AtorvaCap,Plant_B,Line_2,2024-04-01,8.14,82.2,1.67,6.63,247.0,85.67,Pass,2024-04-01 08:08:24.000000000
BATCH_0431,AtorvaCap,Plant_B,Line_2,2024-01-21,8.02,71.53,2.09,7.14,225.0,93.67,Pass,2024-01-21 08:01:12.000000000
BATCH_0432,AtorvaCap,Plant_B,Line_1,2024-10-29,7.19,77.27,1.66,6.62,257.0,89.47,Pass,2024-10-29 07:11:24.000000000
BATCH_0433,AmoxiTab,Plant_B,Line_3,2024-12-22,6.85,77.28,1.21,6.93,263.0,99.63,Pass,2024-12-22 06:51:00.000000000
BATCH_0434,MetforminXR,Plant_B,Line_3,2024-03-24,4.59,78.8,1.69,6.81,177.0,91.71,Pass,2024-03-24 04:35:24.000000000
BATCH_0435,MetforminXR,Plant_B,Line_2,2024-09-18,6.39,83.32,1.82,6.77,194.0,90.99,Pass,2024-09-18 06:23:24.000000000
BATCH_0436,MetforminXR,Plant_B,Line_3,2024-05-26,5.33,82.81,1.65,7.08,244.0,96.38,Pass,2024-05-26 05:19:48.000000000
BATCH_0437,AtorvaCap,Plant_A,Line_1,2024-09-13,9.88,72.03,1.48,6.61,170.0,93.61,Pass,2024-09-13 09:52:48.000000000
BATCH_0438,AmoxiTab,Plant_A,Line_1,2024-02-27,8.28,64.51,1.43,6.63,263.0,91.3,Pass,2024-02-27 08:16:48.000000000
BATCH_0439,AtorvaCap,Plant_A,Line_1,2024-01-15,7.81,71.61,1.43,7.12,210.0,89.44,Pass,2024-01-15 07:48:36.000000000
BATCH_0440,AtorvaCap,Plant_A,Line_3,2024-06-10,6.92,75.38,1.71,6.41,237.0,106.63,Pass,2024-06-10 06:55:12.000000000
BATCH_0441,MetforminXR,Plant_B,Line_3,2024-06-11,8.04,73.19,1.08,6.45,217.0,93.45,Pass,2024-06-11 08:02:24.000000000
BATCH_0442,AtorvaCap,Plant_B,Line_3,2024-11-15,6.73,84.84,1.39,6.3,178.0,96.34,Pass,2024-11-15 06:43:48.000000000
BATCH_0443,MetforminXR,Plant_A,Line_3,2024-10-07,8.26,75.09,1.98,7.14,252.0,87.91,Pass,2024-10-07 08:15:36.000000000
BATCH_0444,AmoxiTab,Plant_B,Line_3,2024-10-06,8.37,78.27,1.99,6.76,303.0,89.69,Pass,2024-10-06 08:22:12.000000000
BATCH_0445,MetforminXR,Plant_A,Line_1,2024-01-12,6.71,76.09,1.06,6.27,205.0,100.45,Pass,2024-01-12 06:42:36.000000000
BATCH_0446,AmoxiTab,Plant_B,Line_2,2024-09-30,6.68,73.27,1.16,7.14,210.0,97.59,Pass,2024-09-30 06:40:48.000000000
BATCH_0447,MetforminXR,Plant_A,Line_1,2024-09-27,9.44,65.38,1.42,6.58,141.0,93.83,Pass,2024-09-27 09:26:24.000000000
BATCH_0448,AtorvaCap,Plant_B,Line_3,2024-07-26,7.92,74.61,1.77,6.45,261.0,90.47,Pass,2024-07-26 07:55:12.000000000
BATCH_0449,AtorvaCap,Plant_B,Line_1,2024-01-27,6.83,91.27,0.95,6.72,247.0,91.06,Pass,2024-01-27 06:49:48.000000000
BATCH_0450,AmoxiTab,Plant_A,Line_3,2024-03-12,7.44,68.78,1.48,7.39,168.0,89.3,Pass,2024-03-12 07:26:24.000000000
BATCH_0451,AmoxiTab,Plant_B,Line_3,2024-02-29,6.48,65.93,1.36,6.64,158.0,87.37,Pass,2024-02-29 06:28:48.000000000
BATCH_0452,AmoxiTab,Plant_A,Line_1,2024-05-24,7.9,84.68,1.9,7.03,162.0,95.7,Pass,2024-05-24 07:54:00.000000000
BATCH_0453,MetforminXR,Plant_A,Line_3,2024-04-02,9.25,78.71,1.0,7.09,239.0,94.16,Pass,2024-04-02 09:15:00.000000000
BATCH_0454,MetforminXR,Plant_A,Line_2,2024-11-04,7.96,75.94,1.53,6.98,242.0,94.94,Pass,2024-11-04 07:57:36.000000000
BATCH_0455,AmoxiTab,Plant_A,Line_3,2024-01-08,11.55,81.81,1.38,7.31,192.0,90.65,Pass,2024-01-08 11:33:00.000000000
BATCH_0456,AtorvaCap,Plant_B,Line_2,2024-03-19,8.63,70.84,1.94,6.52,235.0,93.02,Pass,2024-03-19 08:37:48.000000000
BATCH_0457,MetforminXR,Plant_B,Line_2,2024-01-27,8.34,74.47,1.68,6.38,225.0,90.27,Pass,2024-01-27 08:20:24.000000000
BATCH_0458,MetforminXR,Plant_B,Line_3,2024-06-22,6.64,79.78,1.32,6.37,209.0,89.09,Pass,2024-06-22 06:38:24.000000000
BATCH_0459,MetforminXR,Plant_A,Line_1,2024-02-19,7.64,85.55,1.76,6.74,249.0,98.67,Pass,2024-02-19 07:38:24.000000000
BATCH_0460,AmoxiTab,Plant_B,Line_2,2024-07-17,6.83,69.16,1.38,6.42,184.0,92.49,Pass,2024-07-17 06:49:48.000000000
BATCH_0461,AmoxiTab,Plant_A,Line_1,2024-12-14,4.75,81.4,1.8,6.86,254.0,94.03,Pass,2024-12-14 04:45:00.000000000
BATCH_0462,AmoxiTab,Plant_B,Line_2,2024-06-29,9.46,76.91,1.43,6.83,198.0,95.34,Pass,2024-06-29 09:27:36.000000000
BATCH_0463,AmoxiTab,Plant_B,Line_3,2024-01-24,7.23,75.82,1.82,7.21,273.0,92.54,Pass,2024-01-24 07:13:48.000000000
BATCH_0464,AmoxiTab,Plant_B,Line_3,2024-11-11,6.86,74.96,1.63,6.92,190.0,92.96,Pass,2024-11-11 06:51:36.000000000
BATCH_0465,AtorvaCap,Plant_A,Line_2,2024-02-15,8.32,68.08,2.48,6.63,209.0,87.65,Pass,2024-02-15 08:19:12.000000000
BATCH_0466,AtorvaCap,Plant_B,Line_3,2024-01-15,8.77,79.82,1.48,6.96,222.0,88.42,Pass,2024-01-15 08:46:12.000000000
BATCH_0467,AmoxiTab,Plant_B,Line_2,2024-06-01,7.52,71.09,1.61,6.39,222.0,88.21,Pass,2024-06-01 07:31:12.000000000
BATCH_0468,MetforminXR,Plant_A,Line_3,2024-08-09,8.0,69.6,1.36,6.78,235.0,94.42,Pass,2024-08-09 08:00:00.000000000
BATCH_0469,AmoxiTab,Plant_B,Line_1,2024-07-24,9.12,79.43,1.5,6.93,181.0,92.28,Pass,2024-07-24 09:07:12.000000000
BATCH_0470,AtorvaCap,Plant_A,Line_3,2024-09-29,7.46,78.95,0.69,6.85,219.0,88.42,Pass,2024-09-29 07:27:36.000000000
BATCH_0471,AtorvaCap,Plant_B,Line_1,2024-08-23,8.45,75.4,1.64,6.97,224.0,94.32,Pass,2024-08-23 08:27:00.000000000
BATCH_0472,MetforminXR,Plant_A,Line_3,2024-12-05,5.51,80.4,1.9,6.54,204.0,94.17,Pass,2024-12-05 05:30:36.000000000
BATCH_0473,AtorvaCap,Plant_A,Line_1,2024-08-15,6.14,82.13,1.62,7.26,232.0,89.22,Pass,2024-08-15 06:08:24.000000000
BATCH_0474,AmoxiTab,Plant_B,Line_3,2024-01-09,8.91,81.54,1.11,7.53,180.0,91.89,Pass,2024-01-09 08:54:36.000000000
BATCH_0475,MetforminXR,Plant_A,Line_1,2024-06-14,6.06,72.36,1.26,6.16,210.0,94.19,Pass,2024-06-14 06:03:36.000000000
BATCH_0476,AmoxiTab,Plant_A,Line_2,2024-11-14,8.35,80.07,0.77,6.31,197.0,88.57,Pass,2024-11-14 08:21:00.000000000
BATCH_0477,AmoxiTab,Plant_A,Line_2,2024-08-01,7.78,76.06,1.79,6.82,210.0,94.26,Pass,2024-08-01 07:46:48.000000000
BATCH_0478,MetforminXR,Plant_A,Line_1,2024-04-26,7.45,83.63,1.2,6.7,263.0,93.2,Pass,2024-04-26 07:27:00.000000000
BATCH_0479,AmoxiTab,Plant_A,Line_3,2024-12-09,6.76,74.38,1.49,7.56,264.0,88.0,Pass,2024-12-09 06:45:36.000000000
BATCH_0480,AtorvaCap,Plant_A,Line_1,2024-03-12,9.36,73.22,1.45,6.89,258.0,92.88,Pass,2024-03-12 09:21:36.000000000
BATCH_0481,AmoxiTab,Plant_B,Line_3,2024-03-04,10.59,71.93,1.95,7.36,206.0,93.46,Pass,2024-03-04 10:35:24.000000000
BATCH_0482,MetforminXR,Plant_A,Line_2,2024-07-23,8.45,75.95,1.53,5.98,247.0,89.5,Pass,2024-07-23 08:27:00.000000000
BATCH_0483,MetforminXR,Plant_A,Line_3,2024-07-27,8.48,77.33,1.74,7.13,223.0,89.81,Pass,2024-07-27 08:28:48.000000000
BATCH_0484,MetforminXR,Plant_B,Line_2,2024-03-12,6.98,77.43,1.66,6.51,221.0,87.97,Pass,2024-03-12 06:58:48.000000000
BATCH_0485,AmoxiTab,Plant_B,Line_3,2024-10-03,6.21,76.75,1.91,6.51,218.0,90.2,Pass,2024-10-03 06:12:36.000000000
BATCH_0486,MetforminXR,Plant_B,Line_3,2024-09-30,7.94,78.36,1.43,6.7,273.0,91.95,Pass,2024-09-30 07:56:24.000000000
BATCH_0487,MetforminXR,Plant_B,Line_3,2024-11-15,6.54,73.89,2.06,6.23,261.0,89.82,Pass,2024-11-15 06:32:24.000000000
BATCH_0488,AmoxiTab,Plant_B,Line_1,2024-12-03,5.34,70.64,0.9,6.98,242.0,86.06,Pass,2024-12-03 05:20:24.000000000
BATCH_0489,AtorvaCap,Plant_B,Line_1,2024-04-04,9.21,70.2,1.76,6.88,215.0,89.25,Pass,2024-04-04 09:12:36.000000000
BATCH_0490,AmoxiTab,Plant_B,Line_2,2024-06-14,9.28,79.88,1.24,6.91,221.0,90.33,Pass,2024-06-14 09:16:48.000000000
BATCH_0491,MetforminXR,Plant_A,Line_2,2024-02-01,6.71,77.35,1.35,7.15,236.0,95.27,Pass,2024-02-01 06:42:36.000000000
BATCH_0492,MetforminXR,Plant_A,Line_1,2024-01-11,8.37,65.72,1.67,7.41,204.0,94.38,Pass,2024-01-11 08:22:12.000000000
BATCH_0493,AmoxiTab,Plant_B,Line_2,2024-10-27,9.5,80.48,1.67,6.65,248.0,95.34,Pass,2024-10-27 09:30:00.000000000
BATCH_0494,AtorvaCap,Plant_A,Line_1,2024-08-04,8.31,84.4,1.68,6.99,192.0,89.04,Pass,2024-08-04 08:18:36.000000000
BATCH_0495,MetforminXR,Plant_A,Line_3,2024-10-15,6.21,71.42,1.08,6.92,232.0,92.57,Pass,2024-10-15 06:12:36.000000000
BATCH_0496,MetforminXR,Plant_A,Line_2,2024-04-11,7.65,76.68,1.93,6.95,151.0,82.31,Fail,2024-04-11 07:39:00.000000000
BATCH_0497,MetforminXR,Plant_B,Line_2,2024-09-23,9.99,72.63,1.23,6.96,203.0,93.72,Pass,2024-09-23 09:59:24.000000000
BATCH_0498,AmoxiTab,Plant_B,Line_1,2024-08-01,8.37,78.14,1.27,7.44,282.0,94.44,Pass,2024-08-01 08:22:12.000000000
BATCH_0499,MetforminXR,Plant_A,Line_2,2024-06-27,8.81,69.17,1.69,6.62,251.0,90.59,Pass,2024-06-27 08:48:36.000000000
BATCH_0500,AtorvaCap,Plant_B,Line_2,2024-03-28,8.51,74.64,1.41,6.19,266.0,93.18,Pass,2024-03-28 08:30:36.000000000
