Product_Name,Manufacturing_Site,Manufacturing_Line,Batch_Start_Time,Reaction_Time,Reactor_Temp,Pressure,pH,Agitation_Speed,Yield,Batch_Status,Batch_End_Time,Sample_ID,Instrument_Type,Retention_Time,Impurity_A,Impurity_B,Total_Impurity,Purity,Test_Date,temp_mean,temp_max,pressure_mean,pressure_max,ph_mean,ph_std,oxygen_mean,temp_pressure_ratio,reaction_intensity,impurity_ratio
AtorvaCap,Plant_A,Line_2,2024-11-23,7.4,69.81,1.66,6.79,275.0,92.68,Pass,2024-11-23 07:24:00.000000000,SMP_00155,HPLC,5.474,0.0633,0.1712,0.2345,97.655,2024-05-01,75.08072,77.286,1.64906,1.762,6.7851,0.049717687846967416,46.07284,26.24436090225564,516.594,0.002376970249860625
AtorvaCap,Plant_A,Line_1,2024-11-10,7.61,74.36,1.45,7.07,200.0,92.92,Pass,2024-11-10 07:36:36.000000000,SMP_00156,UPLC,5.492,0.3295,0.2734,0.6029,93.971,2024-03-21,74.22944000000001,76.133,1.5908000000000002,1.71,6.939640000000001,0.05268939287192566,40.033989999999996,30.35102040816326,565.8796,0.006348253677438375
AmoxiTab,Plant_A,Line_2,2024-08-02,7.24,70.61,1.62,7.08,201.0,89.38,Pass,2024-08-02 07:14:24.000000000,SMP_00157,HPLC,5.236,0.358,0.1716,0.5296,94.704,2024-06-21,74.23543,77.637,1.46205,1.629,6.600169999999999,0.057035352318903006,39.48003,26.950381679389313,511.2164,0.005533728997743041
AmoxiTab,Plant_A,Line_3,2024-03-22,8.45,72.36,1.59,6.54,236.0,97.9,Pass,2024-03-22 08:27:00.000000000,SMP_00158,HPLC,5.25,0.1549,0.1564,0.3113,96.887,2024-06-02,75.39517,77.568,1.6089799999999999,1.709,6.56482,0.04717501906986824,45.61566,27.93822393822394,611.4419999999999,0.0031801975747545643
AtorvaCap,Plant_A,Line_3,2024-08-10,6.82,72.44,2.02,6.98,212.0,97.33,Pass,2024-08-10 06:49:12.000000000,SMP_00159,UPLC,5.452,0.2321,0.1051,0.3372,96.628,2024-05-29,76.13971000000001,78.028,1.53214,1.637,6.7601700000000005,0.052996675138706185,43.37735,23.986754966887418,494.0408,0.003453927152046544
AtorvaCap,Plant_A,Line_1,2024-04-12,9.35,73.71,1.55,6.72,271.0,95.18,Pass,2024-04-12 09:21:00.000000000,SMP_00160,UPLC,5.231,0.2186,0.2863,0.5049,94.951,2024-02-27,78.53464,80.678,1.5341300000000002,1.667,6.91469,0.0530891560005289,46.38564,28.905882352941177,689.1884999999999,0.0052620608435555655
AtorvaCap,Plant_B,Line_3,2024-09-29,7.79,71.35,1.39,6.21,230.0,90.3,Pass,2024-09-29 07:47:24.000000000,SMP_00161,UPLC,5.116,0.292,0.0655,0.3575,96.425,2024-03-03,77.74446,79.456,1.70189,1.826,6.74848,0.05020050303583138,40.40706,29.85355648535565,555.8164999999999,0.003669489350782653
MetforminXR,Plant_A,Line_3,2024-01-14,7.45,70.94,1.63,6.58,189.0,94.16,Pass,2024-01-14 07:27:00.000000000,SMP_00162,UPLC,5.208,0.1956,0.1358,0.3314,96.686,2024-06-04,74.6854,76.803,1.52232,1.645,6.8558900000000005,0.05652136361991414,37.766819999999996,26.973384030418252,528.503,0.0033925025080359513
MetforminXR,Plant_B,Line_1,2024-06-07,9.13,79.67,1.56,6.17,168.0,95.91,Pass,2024-06-07 09:07:48.000000000,SMP_00163,UPLC,5.479,0.3431,0.3155,0.6586,93.414,2024-12-21,73.13319,75.399,1.52723,1.652,6.87581,0.05276509693486263,38.37434,31.12109375,727.3871,0.006975660389349036
MetforminXR,Plant_A,Line_2,2024-05-31,7.52,80.25,1.03,7.19,218.0,87.11,Pass,2024-05-31 07:31:12.000000000,SMP_00164,UPLC,5.211,0.2571,0.2175,0.4746,95.254,2024-11-17,75.47977,77.673,1.56408,1.666,6.84577,0.04823927211036009,40.53371,39.532019704433495,603.48,0.004930704178527646
AmoxiTab,Plant_B,Line_2,2024-04-17,9.42,68.1,1.5,6.94,217.0,98.78,Pass,2024-04-17 09:25:12.000000000,SMP_00165,HPLC,5.066,0.0049,0.1784,0.1833,98.167,2024-06-16,71.99365,73.77,1.38978,1.497,6.77396,0.05037654576920067,27.79942,27.24,641.502,0.0018483971482448798
MetforminXR,Plant_B,Line_2,2024-07-06,9.47,61.2,1.47,6.66,229.0,85.04,Pass,2024-07-06 09:28:12.000000000,SMP_00166,UPLC,5.229,0.2943,0.1817,0.476,95.24,2024-06-14,74.83514,76.587,1.58832,1.731,6.83149,0.0444366522209546,40.38539,24.777327935222676,579.5640000000001,0.004945968412302577
AmoxiTab,Plant_B,Line_1,2024-10-27,6.0,80.32,1.34,7.37,256.0,94.82,Pass,2024-10-27 06:00:00.000000000,SMP_00167,HPLC,5.331,0.3496,0.1043,0.4539,95.461,2024-03-25,75.45602,77.241,1.32604,1.494,6.55422,0.053951639399923784,34.32757,34.324786324786324,481.91999999999996,0.00470552865925089
AmoxiTab,Plant_A,Line_3,2024-04-07,9.66,68.86,1.81,6.83,252.0,97.81,Pass,2024-04-07 09:39:36.000000000,SMP_00168,UPLC,5.307,0.1348,0.1745,0.3093,96.907,2024-05-16,73.15326,74.892,1.3857499999999998,1.517,6.980729999999999,0.055871218263995374,37.03982,24.505338078291814,665.1876,0.0031591203897576273
MetforminXR,Plant_A,Line_2,2024-05-10,5.81,76.06,1.26,6.23,203.0,91.55,Pass,2024-05-10 05:48:36.000000000,SMP_00169,HPLC,5.311,0.2909,0.152,0.4429,95.571,2024-07-07,71.36243,73.375,1.65321,1.772,6.8180700000000005,0.049913309696397574,45.08842,33.654867256637175,441.9086,0.00458626295678827
MetforminXR,Plant_B,Line_2,2024-10-19,9.76,67.17,1.64,6.62,181.0,91.4,Pass,2024-10-19 09:45:36.000000000,SMP_00170,HPLC,5.035,0.433,0.1944,0.6274,93.726,2024-01-02,72.99817,74.996,1.36342,1.489,6.81071,0.04714972819313889,40.17578,25.443181818181824,655.5792,0.006623313556995967
MetforminXR,Plant_A,Line_1,2024-06-19,11.04,81.49,1.46,7.45,183.0,94.67,Pass,2024-06-19 11:02:24.000000000,SMP_00171,UPLC,5.354,0.2612,0.0595,0.3207,96.793,2024-04-15,73.05676,74.903,1.28165,1.406,6.8362,0.05466943821503448,39.572689999999994,33.1260162601626,899.6495999999999,0.003279375824445512
AtorvaCap,Plant_B,Line_2,2024-07-01,9.31,87.72,1.53,6.53,198.0,99.41,Pass,2024-07-01 09:18:36.000000000,SMP_00172,UPLC,5.206,0.3642,0.2118,0.576,94.24,2024-12-29,70.86677,73.014,1.52148,1.619,6.78869,0.04453274700212818,36.5628,34.671936758893274,816.6732000000001,0.0060478790424191515
MetforminXR,Plant_A,Line_1,2024-12-29,4.76,75.91,1.62,6.91,209.0,90.88,Pass,2024-12-29 04:45:36.000000000,SMP_00173,HPLC,5.058,0.2058,0.2613,0.4671,95.329,2024-03-12,76.38965,78.407,1.5297800000000001,1.671,6.83967,0.05074357301196083,44.92009,28.97328244274809,361.3316,0.004849007048759979
AtorvaCap,Plant_B,Line_3,2024-02-08,9.6,74.53,1.11,7.1,229.0,88.88,Pass,2024-02-08 09:36:00.000000000,SMP_00174,UPLC,5.352,0.2482,0.1637,0.4119,95.881,2024-05-05,77.60322000000001,79.791,1.4243700000000001,1.546,6.807849999999999,0.04995379177931668,41.78506,35.322274881516584,715.4879999999999,0.004251607642365376
AmoxiTab,Plant_B,Line_1,2024-01-15,11.37,73.39,1.56,7.04,196.0,90.3,Pass,2024-01-15 11:22:12.000000000,SMP_00175,UPLC,5.109,0.2295,0.2318,0.4613,95.387,2024-06-18,71.8725,74.086,1.5219999999999998,1.65,6.69878,0.050629487954205736,34.65468,28.66796875,834.4443,0.0047859151130339155
AtorvaCap,Plant_A,Line_1,2024-01-04,7.55,78.91,2.19,7.78,228.0,85.79,Pass,2024-01-04 07:33:00.000000000,SMP_00176,HPLC,4.885,0.2113,0.2048,0.4161,95.839,2024-07-23,75.48124,77.384,1.81432,1.929,6.89518,0.04860630960413814,39.60295,24.73667711598746,595.7705,0.0042968225611582115
MetforminXR,Plant_B,Line_1,2024-12-14,7.95,77.84,1.03,6.33,231.0,95.59,Pass,2024-12-14 07:57:00.000000000,SMP_00177,HPLC,5.0,0.2352,0.1314,0.3666,96.334,2024-11-08,75.06715,76.965,1.3985999999999998,1.525,6.90548,0.048116332093598,42.63678,38.3448275862069,618.8280000000001,0.00376641255881809
AmoxiTab,Plant_A,Line_1,2024-07-28,6.22,80.02,1.48,6.37,224.0,89.94,Pass,2024-07-28 06:13:12.000000000,SMP_00178,HPLC,5.164,0.0869,0.0953,0.1822,98.178,2024-12-02,72.28595999999999,74.022,1.4492599999999998,1.582,6.790159999999999,0.054863231233806674,37.458740000000006,32.266129032258064,497.72439999999995,0.0018371009699731796
AmoxiTab,Plant_B,Line_3,2024-06-09,8.47,71.86,1.84,6.34,186.0,91.17,Pass,2024-06-09 08:28:12.000000000,SMP_00179,UPLC,5.316,0.2169,0.1065,0.3234,96.766,2024-07-13,76.29503,78.554,1.62043,1.726,6.76572,0.05343968184747737,46.08889,25.302816901408452,608.6542000000001,0.0033078984514043736
AmoxiTab,Plant_B,Line_3,2024-01-16,9.9,76.7,1.59,6.68,234.0,95.64,Pass,2024-01-16 09:54:00.000000000,SMP_00180,UPLC,5.027,0.3838,0.2034,0.5872,94.128,2024-06-06,71.79066,74.458,1.58738,1.741,6.83212,0.05287841590561198,38.85486,29.613899613899616,759.33,0.006172735682448911
AtorvaCap,Plant_A,Line_2,2024-04-17,9.05,72.29,1.71,7.24,282.0,90.49,Pass,2024-04-17 09:03:00.000000000,SMP_00181,UPLC,5.152,0.1536,0.1755,0.3291,96.709,2024-05-20,74.29854999999999,76.052,1.5591499999999998,1.712,6.7304200000000005,0.05151349337794927,54.238,26.67527675276753,654.2245000000001,0.0033681646521814775
MetforminXR,Plant_A,Line_3,2024-11-06,12.71,69.71,0.79,6.39,227.0,95.04,Pass,2024-11-06 12:42:36.000000000,SMP_00182,UPLC,4.957,0.1434,0.282,0.4254,95.746,2024-10-01,76.67268,79.099,1.51755,1.596,6.87178,0.0507311352209674,39.69268,38.94413407821229,886.0141,0.0043970810162694066
AmoxiTab,Plant_A,Line_3,2024-08-14,8.05,74.79,1.68,7.25,131.0,87.85,Pass,2024-08-14 08:03:00.000000000,SMP_00183,HPLC,5.396,0.2561,0.2433,0.4994,95.006,2024-01-07,77.03089,79.466,1.4372300000000002,1.567,6.7091899999999995,0.05308002249320147,43.21585,27.906716417910452,602.0595000000001,0.005201758223444368
AmoxiTab,Plant_B,Line_2,2024-06-18,5.55,70.39,1.27,6.81,257.0,95.83,Pass,2024-06-18 05:33:00.000000000,SMP_00184,UPLC,5.543,0.2611,0.2431,0.5042,94.958,2024-02-23,74.80305,76.677,1.45054,1.574,6.8652,0.04871935711373622,41.702560000000005,31.008810572687224,390.6645,0.005254382125513245
AmoxiTab,Plant_A,Line_3,2024-02-03,8.26,80.87,1.59,6.36,199.0,93.37,Pass,2024-02-03 08:15:36.000000000,SMP_00185,HPLC,5.522,0.2877,0.201,0.4887,95.113,2024-04-13,76.24363,77.949,1.51128,1.655,6.83655,0.04559425247315555,42.72936,31.223938223938227,667.9862,0.005084639955052907
AtorvaCap,Plant_B,Line_1,2024-09-07,4.38,70.69,1.49,6.1,288.0,91.65,Pass,2024-09-07 04:22:48.000000000,SMP_00186,UPLC,5.393,0.2386,0.103,0.3416,96.584,2024-12-07,76.55378,78.283,1.63444,1.769,6.8001700000000005,0.04845117400668691,39.41797,28.389558232931723,309.62219999999996,0.003500573864567962
AtorvaCap,Plant_B,Line_1,2024-09-03,7.2,76.82,2.18,6.19,223.0,92.52,Pass,2024-09-03 07:12:00.000000000,SMP_00187,UPLC,5.373,0.2572,0.206,0.4632,95.368,2024-12-03,74.18227,76.178,1.56586,1.702,6.71851,0.0524599886012225,48.25835,24.157232704402514,553.1039999999999,0.004806574796612984
MetforminXR,Plant_A,Line_2,2024-09-25,10.44,71.98,1.66,6.53,169.0,86.85,Pass,2024-09-25 10:26:24.000000000,SMP_00188,HPLC,4.786,0.2149,0.1851,0.4,96.0,2024-03-01,75.95572,77.834,1.5600800000000001,1.695,6.97139,0.04733779215021082,43.16368000000001,27.06015037593985,751.4712,0.004123711340206186
AtorvaCap,Plant_A,Line_2,2024-05-20,8.49,76.39,1.47,6.73,158.0,92.43,Pass,2024-05-20 08:29:24.000000000,SMP_00189,UPLC,5.235,0.1224,0.0889,0.2113,97.887,2024-03-27,73.65566,75.436,1.4327,1.54,6.67398,0.05017423782594152,45.70707,30.927125506072876,648.5511,0.002136782387978197
AmoxiTab,Plant_B,Line_2,2024-09-30,8.27,72.38,1.05,7.34,266.0,91.43,Pass,2024-09-30 08:16:12.000000000,SMP_00190,UPLC,5.101,0.2429,0.2768,0.5197,94.803,2024-09-14,75.40821,77.039,1.45672,1.598,6.72909,0.04417026171760852,31.32583,35.30731707317073,598.5826,0.005424673548845026
MetforminXR,Plant_B,Line_1,2024-04-05,10.73,68.71,1.54,7.12,253.0,86.96,Pass,2024-04-05 10:43:48.000000000,SMP_00191,HPLC,5.376,0.3225,0.2682,0.5907,94.093,2024-06-26,74.51115,76.657,1.29709,1.408,6.82129,0.048668803398505864,40.42888,27.0511811023622,737.2583,0.0062118136981691606
AmoxiTab,Plant_A,Line_3,2024-08-14,7.59,77.42,1.75,6.46,287.0,89.32,Pass,2024-08-14 07:35:24.000000000,SMP_00192,UPLC,4.692,0.3015,0.0885,0.39,96.1,2024-08-29,74.18954,75.82,1.52678,1.636,6.760839999999999,0.05080358692498453,31.01698,28.152727272727272,587.6178,0.004016477857878476
AmoxiTab,Plant_A,Line_1,2024-02-08,9.89,73.82,1.48,6.96,220.0,91.48,Pass,2024-02-08 09:53:24.000000000,SMP_00193,HPLC,5.239,0.0756,0.129,0.2046,97.954,2024-07-21,76.80473,79.369,1.4845,1.582,6.8483600000000004,0.04974165987653332,37.15571,29.76612903225806,730.0798,0.0020676273824201145
AtorvaCap,Plant_A,Line_2,2024-10-28,8.19,76.43,1.35,7.46,218.0,89.57,Pass,2024-10-28 08:11:24.000000000,SMP_00194,HPLC,5.157,0.2752,0.136,0.4112,95.888,2024-01-31,74.10598,75.849,1.4152500000000001,1.502,6.70931,0.051693872602528536,29.16353,32.52340425531915,625.9617000000001,0.00424407563372141
MetforminXR,Plant_A,Line_3,2024-01-29,8.57,72.86,1.33,7.55,209.0,82.35,Fail,2024-01-29 08:34:11.999999999,SMP_00195,HPLC,5.424,0.1607,0.2288,0.3895,96.105,2024-10-15,74.46755,76.32,1.3510400000000002,1.502,6.66611,0.046052209063148775,41.32846000000001,31.27038626609442,624.4102,0.004011121981360383
AtorvaCap,Plant_A,Line_3,2024-11-13,6.17,68.36,1.66,6.67,200.0,96.31,Pass,2024-11-13 06:10:12.000000000,SMP_00196,HPLC,5.51,0.3892,0.2196,0.6088,93.912,2024-03-20,72.0174,73.95,1.3675,1.467,6.79005,0.0531366401389149,38.88713,25.69924812030075,421.7812,0.006414362778152393
AtorvaCap,Plant_B,Line_1,2024-09-01,7.28,80.42,1.73,7.18,208.0,91.43,Pass,2024-09-01 07:16:48.000000000,SMP_00197,UPLC,5.014,0.2826,0.1836,0.4662,95.338,2024-01-11,74.91698000000001,77.116,1.6054300000000001,1.711,6.87755,0.04672882764775221,45.961710000000004,29.45787545787546,585.4576000000001,0.004839211941290042
MetforminXR,Plant_B,Line_2,2024-08-23,5.9,78.68,1.91,7.36,227.0,82.9,Fail,2024-08-23 05:54:00.000000000,SMP_00198,UPLC,5.023,0.3396,0.2019,0.5415,94.585,2024-09-10,75.55112,78.194,1.62458,1.737,6.77039,0.050973531455951876,38.818200000000004,27.037800687285223,464.21200000000005,0.005665114819270806
AmoxiTab,Plant_B,Line_1,2024-07-03,7.86,72.17,1.2,6.2,195.0,100.54,Pass,2024-07-03 07:51:36.000000000,SMP_00199,UPLC,5.246,0.2521,0.077,0.3291,96.709,2024-10-13,74.52434,76.312,1.48089,1.618,6.75275,0.05406307109816884,46.62585,32.804545454545455,567.2562,0.0033681646521814775
AmoxiTab,Plant_B,Line_3,2024-09-28,8.59,75.35,1.66,6.6,170.0,96.97,Pass,2024-09-28 08:35:24.000000000,SMP_00200,HPLC,5.547,0.2434,0.2105,0.4539,95.461,2024-06-24,76.96531,78.817,1.4683099999999998,1.599,6.77496,0.046278891058189296,39.951460000000004,28.32706766917293,647.2565,0.00470552865925089
MetforminXR,Plant_A,Line_1,2024-08-23,6.33,80.21,1.46,7.69,225.0,90.6,Pass,2024-08-23 06:19:48.000000000,SMP_00201,UPLC,5.212,0.3996,0.1719,0.5715,94.285,2024-05-05,74.95143,77.387,1.6121299999999998,1.704,6.72887,0.05225629438670816,43.237539999999996,32.605691056910565,507.72929999999997,0.0059977960854279274
AmoxiTab,Plant_A,Line_1,2024-08-26,11.07,72.71,1.47,6.68,194.0,88.63,Pass,2024-08-26 11:04:12.000000000,SMP_00202,UPLC,4.944,0.3473,0.1257,0.473,95.27,2024-02-16,73.5489,75.619,1.40985,1.525,6.855309999999999,0.0503752975778864,38.880390000000006,29.437246963562753,804.8996999999999,0.00491326477615041
MetforminXR,Plant_A,Line_2,2024-09-22,8.42,73.49,1.62,5.63,123.0,93.61,Pass,2024-09-22 08:25:12.000000000,SMP_00203,UPLC,5.079,0.2618,0.0574,0.3192,96.808,2024-07-24,75.64947000000001,77.372,1.42649,1.571,6.82092,0.055817646824008124,41.95381999999999,28.049618320610683,618.7858,0.0032635367250122686
MetforminXR,Plant_B,Line_2,2024-12-24,8.09,76.22,1.62,6.75,237.0,92.81,Pass,2024-12-24 08:05:24.000000000,SMP_00204,UPLC,5.241,0.23,0.1822,0.4122,95.878,2024-04-16,74.27896,75.953,1.42476,1.581,6.74715,0.0543543136663633,39.5376,29.09160305343511,616.6197999999999,0.0042548359792729
AtorvaCap,Plant_B,Line_3,2024-12-05,9.15,72.7,1.66,7.25,187.0,94.17,Pass,2024-12-05 09:09:00.000000000,SMP_00205,HPLC,5.248,0.0793,0.2086,0.2879,97.121,2024-10-01,76.25252,78.274,1.46585,1.58,6.810420000000001,0.04959312839334068,40.29942,27.330827067669173,665.205,0.0029341323467963025
MetforminXR,Plant_A,Line_1,2024-03-05,6.76,79.29,1.18,6.8,240.0,88.64,Pass,2024-03-05 06:45:36.000000000,SMP_00206,HPLC,5.059,0.2825,0.0438,0.3263,96.737,2024-12-02,74.54956,76.535,1.5448300000000001,1.691,7.02054,0.05244167900601294,43.3769,36.37155963302753,536.0004,0.0033385514186029855
AtorvaCap,Plant_A,Line_1,2024-06-25,8.25,74.16,1.28,7.09,239.0,96.39,Pass,2024-06-25 08:15:00.000000000,SMP_00207,UPLC,5.075,0.2374,0.1815,0.4189,95.811,2024-05-02,74.22579999999999,75.977,1.52038,1.649,6.73658,0.04364669448416386,43.83545,32.52631578947368,611.8199999999999,0.004326987635702554
AmoxiTab,Plant_B,Line_1,2024-01-03,6.92,71.08,1.95,7.18,229.0,90.11,Pass,2024-01-03 06:55:12.000000000,SMP_00208,HPLC,5.004,0.3054,0.1898,0.4952,95.048,2024-05-13,77.535,79.131,1.49612,1.658,6.85067,0.04305529801161165,40.997960000000006,24.094915254237286,491.8736,0.0051557554556055304
AmoxiTab,Plant_B,Line_3,2024-05-21,10.34,78.04,1.43,6.66,295.0,94.72,Pass,2024-05-21 10:20:24.000000000,SMP_00209,UPLC,5.428,0.3358,0.1357,0.4715,95.285,2024-04-16,73.30032,74.657,1.50034,1.665,6.8701099999999995,0.04944865615928903,41.19635,32.11522633744857,806.9336000000001,0.004896920600301189
AmoxiTab,Plant_A,Line_3,2024-06-06,6.41,69.29,1.59,6.59,216.0,88.81,Pass,2024-06-06 06:24:36.000000000,SMP_00210,UPLC,5.033,0.3733,0.2104,0.5837,94.163,2024-10-31,74.08214,75.859,1.4980799999999999,1.625,6.64273,0.04633471874972549,42.466530000000006,26.752895752895757,444.1489,0.0061336864117356536
AmoxiTab,Plant_A,Line_2,2024-11-19,8.09,85.07,1.82,6.86,211.0,102.59,Pass,2024-11-19 08:05:24.000000000,SMP_00211,UPLC,5.107,0.2837,0.1694,0.4531,95.469,2024-11-24,74.54215,76.436,1.54691,1.648,6.86789,0.050075880804872894,39.24115,30.16666666666666,688.2162999999999,0.004696845618799822
AtorvaCap,Plant_B,Line_2,2024-05-25,8.49,82.91,1.64,6.87,241.0,94.78,Pass,2024-05-25 08:29:24.000000000,SMP_00212,HPLC,5.101,0.1454,0.2027,0.3481,96.519,2024-02-19,75.67515,78.266,1.43781,1.544,6.80219,0.04543386691253843,35.39853,31.40530303030303,703.9059,0.0035695608035357213
AmoxiTab,Plant_A,Line_2,2024-10-19,8.59,77.57,1.66,6.82,218.0,103.54,Pass,2024-10-19 08:35:24.000000000,SMP_00213,UPLC,4.879,0.0351,0.2227,0.2578,97.422,2024-12-02,77.26087000000001,79.647,1.3181399999999999,1.44,6.72706,0.05223022461790081,42.39952,29.161654135338342,666.3263,0.002619333075938306
MetforminXR,Plant_A,Line_1,2024-06-01,7.13,77.15,1.77,6.84,255.0,95.31,Pass,2024-06-01 07:07:48.000000000,SMP_00214,HPLC,5.027,0.1675,0.2228,0.3903,96.097,2024-04-04,76.49070999999999,78.052,1.36462,1.497,6.97825,0.05064221399567578,39.78924,27.85198555956679,550.0795,0.004019691648557628
MetforminXR,Plant_A,Line_1,2024-07-11,6.66,76.91,0.87,6.5,182.0,89.75,Pass,2024-07-11 06:39:36.000000000,SMP_00215,HPLC,5.446,0.3833,0.2613,0.6446,93.554,2024-09-24,75.60615,77.66,1.45256,1.573,6.95056,0.05078918997367277,43.586040000000004,41.1283422459893,512.2206,0.006817268439198764
MetforminXR,Plant_B,Line_2,2024-03-13,7.15,72.55,1.35,7.1,182.0,95.32,Pass,2024-03-13 07:09:00.000000000,SMP_00216,UPLC,4.958,0.4323,0.2071,0.6394,93.606,2024-01-23,70.89717,72.987,1.5418399999999999,1.65,6.76819,0.05203217633097224,44.37387,30.872340425531913,518.7325,0.0067585565397543495
AtorvaCap,Plant_B,Line_1,2024-10-31,8.79,76.49,1.64,7.04,243.0,95.6,Pass,2024-10-31 08:47:24.000000000,SMP_00217,HPLC,5.007,0.2262,0.1418,0.368,96.32,2024-02-23,75.15765999999999,77.642,1.32458,1.454,6.74189,0.05076105542120605,42.55289,28.97348484848485,672.3470999999998,0.0037813399095766543
AmoxiTab,Plant_B,Line_2,2024-12-09,7.78,70.38,1.92,6.27,185.0,93.49,Pass,2024-12-09 07:46:48.000000000,SMP_00218,HPLC,4.933,0.1039,0.1282,0.2321,97.679,2024-09-10,75.19397,77.578,1.48574,1.625,6.75239,0.04755706726097222,37.77136,24.102739726027398,547.5563999999999,0.002352070856007864
AmoxiTab,Plant_B,Line_3,2024-05-19,9.19,77.52,1.52,6.64,238.0,94.52,Pass,2024-05-19 09:11:24.000000000,SMP_00219,UPLC,5.182,0.1852,0.0949,0.2801,97.199,2024-08-22,77.55938,79.253,1.5140799999999999,1.626,6.80604,0.048193197055437544,27.78631,30.76190476190476,712.4087999999999,0.002852371205409424
AmoxiTab,Plant_B,Line_2,2024-07-05,8.72,79.34,1.25,6.84,231.0,95.05,Pass,2024-07-05 08:43:12.000000000,SMP_00220,HPLC,5.577,0.3638,0.1921,0.5559,94.441,2024-02-28,75.37483,78.331,1.53379,1.647,6.85789,0.05586399339087504,47.18694000000001,35.26222222222222,691.8448000000001,0.005824540815791954
AtorvaCap,Plant_B,Line_3,2024-10-19,4.58,73.11,1.25,6.59,199.0,88.03,Pass,2024-10-19 04:34:47.999999999,SMP_00221,HPLC,5.173,0.1909,0.2857,0.4766,95.234,2024-06-12,75.77716000000001,78.032,1.57141,1.726,6.77894,0.05126398700487852,29.010180000000002,32.49333333333333,334.8438,0.004952511586341626
MetforminXR,Plant_B,Line_1,2024-03-01,8.37,72.02,1.77,7.05,231.0,87.74,Pass,2024-03-01 08:22:12.000000000,SMP_00222,UPLC,5.213,0.3089,0.1513,0.4602,95.398,2024-09-15,78.60151,80.603,1.4143299999999999,1.563,6.82948,0.0440670930158627,35.37647,26.0,602.8073999999999,0.004773957965932904
MetforminXR,Plant_A,Line_2,2024-07-16,11.38,68.94,1.43,6.77,183.0,88.82,Pass,2024-07-16 11:22:48.000000000,SMP_00223,UPLC,5.041,0.2669,0.216,0.4829,95.171,2024-11-09,75.7144,77.699,1.4210800000000001,1.597,6.76291,0.04405439589847754,41.602889999999995,28.370370370370374,784.5372,0.005021264206465566
AmoxiTab,Plant_A,Line_1,2024-10-21,9.99,82.29,1.5,6.87,190.0,92.51,Pass,2024-10-21 09:59:24.000000000,SMP_00224,HPLC,5.188,0.321,0.1198,0.4408,95.592,2024-08-03,76.92788,79.373,1.55519,1.669,6.70661,0.051390738268660446,47.297839999999994,32.916000000000004,822.0771000000001,0.004563524929600795
MetforminXR,Plant_A,Line_3,2024-11-14,8.63,72.42,1.68,6.64,213.0,91.11,Pass,2024-11-14 08:37:48.000000000,SMP_00225,UPLC,5.446,0.4318,0.1956,0.6274,93.726,2024-07-01,77.34948,79.234,1.6141999999999999,1.736,6.83171,0.045787673123899114,35.0569,27.022388059701495,624.9846000000001,0.006623313556995967
MetforminXR,Plant_A,Line_3,2024-10-28,6.41,74.01,0.63,6.0,222.0,88.1,Pass,2024-10-28 06:24:36.000000000,SMP_00226,UPLC,5.229,0.309,0.2807,0.5897,94.103,2024-02-26,74.77394,76.914,1.5282499999999999,1.648,6.6984900000000005,0.04816333636384596,46.35197,45.40490797546013,474.4041,0.006200645615806021
AtorvaCap,Plant_A,Line_3,2024-12-09,8.72,76.5,2.1,5.98,211.0,95.1,Pass,2024-12-09 08:43:12.000000000,SMP_00227,HPLC,5.626,0.2647,0.2349,0.4996,95.004,2024-05-24,76.75469,78.858,1.52309,1.663,6.77438,0.04836514731443992,41.44817,24.677419354838708,667.08,0.005203949835423524
AtorvaCap,Plant_A,Line_1,2024-01-11,9.11,76.41,1.28,7.04,233.0,93.13,Pass,2024-01-11 09:06:36.000000000,SMP_00228,HPLC,5.452,0.4428,0.0543,0.4971,95.029,2024-03-30,75.1543,76.79,1.39018,1.516,6.79404,0.051395853309131254,50.122780000000006,33.513157894736835,696.0950999999999,0.005176561247123265
AtorvaCap,Plant_A,Line_1,2024-03-02,7.62,78.73,1.57,6.91,232.0,92.68,Pass,2024-03-02 07:37:12.000000000,SMP_00229,UPLC,5.183,0.285,0.2257,0.5107,94.893,2024-11-06,73.46351,75.296,1.49692,1.602,6.6354999999999995,0.051490412954865915,39.599070000000005,30.634241245136185,599.9226,0.005325727633925313
AtorvaCap,Plant_B,Line_1,2024-11-28,8.48,73.1,0.99,6.98,266.0,90.97,Pass,2024-11-28 08:28:48.000000000,SMP_00230,HPLC,5.179,0.1707,0.2293,0.4,96.0,2024-02-14,74.9889,76.977,1.48159,1.597,6.88804,0.052637107163151224,43.052820000000004,36.73366834170854,619.888,0.004123711340206186
AmoxiTab,Plant_B,Line_1,2024-08-13,10.26,69.31,1.37,6.85,217.0,90.49,Pass,2024-08-13 10:15:36.000000000,SMP_00231,UPLC,5.526,0.3187,0.1939,0.5126,94.874,2024-09-13,75.92461,77.874,1.4866300000000001,1.667,6.94769,0.050698095316164295,40.93619,29.244725738396625,711.1206,0.005346600746813526
AtorvaCap,Plant_A,Line_3,2024-06-01,6.71,68.43,1.87,6.89,256.0,88.63,Pass,2024-06-01 06:42:36.000000000,SMP_00232,UPLC,5.227,0.2947,0.2334,0.5281,94.719,2024-01-21,76.37191,79.182,1.5459200000000002,1.673,6.92234,0.051188741659932084,43.47526,23.843205574912893,459.16530000000006,0.005517190944326623
